mode,scenario_id,wind_scenario,pv_scenario,storage_capacity_mwh,total_cost_yuan,ton_cost_yuan_per_ton,total_ammonia_output_ton,capacity_utilization_rate,on_hours,avg_power_ratio,mean_running_power_ratio,base_load_mwh,hydrogen_ammonia_load_mwh,unserved_load_mwh,energy_self_sufficiency_ratio,renewable_utilization_ratio,ammonia_capex_daily_yuan,storage_capex_daily_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,storage_om_cost_yuan,storage_charge_mwh,storage_discharge_mwh,soc_max_mwh,soc_min_mwh,total_load_mwh,renewable_generation_mwh,grid_purchase_mwh,grid_export_mwh,curtailment_mwh,renewable_self_used_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,pass_count,satisfaction_type
offgrid_with_storage,W1_PV1,风电场景1,光伏场景1,20.0,176772.70999960878,4190.256268765472,42.186610713356046,0.5859251487966117,24,0.5859251487966118,0.5859251487966118,60.72,583.5814482014254,0.0,1.0,0.8515569145103633,3333.3333333333335,3703.7037037037035,37848.600000000006,61132.799999999996,28124.40714223736,42186.61071335604,42.186610713356046,401.06849626497666,22.245401425072366,17.8614482014253,20.0,0.0,644.3014482014253,761.7639999999999,0.0,0.0,113.07859857492764,648.6854014250723,0.8515569145103633,1.0068041958246174,0.0,True,True,True,3,全满足
offgrid_with_storage,W1_PV2,风电场景1,光伏场景2,20.0,128278.72481626486,4027.0302548031095,31.85442291208629,0.4424225404456429,23,0.44242254044564283,0.4616583030737143,60.72,440.65285028386035,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,37848.600000000006,30105.6,21236.281941390862,31854.422912086287,31.85442291208629,164.9285028386033,9.162000000000008,7.330850283860321,6.705180000000007,0.0,501.3728502838603,503.204,0.0,0.0,0.0,503.204,1.0,1.003652271388654,0.0,True,True,True,3,全满足
offgrid_with_storage,W1_PV3,风电场景1,光伏场景3,20.0,88430.80530387913,4434.905647909648,19.939726416854025,0.27694064467852814,22,0.27694064467852814,0.3021170669220306,60.72,275.832882099814,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,37848.600000000006,10214.4,13293.15094456935,19939.726416854024,19.939726416854025,77.95117900185997,4.343117900185997,3.452000000000001,3.250794173517376,0.0,336.552882099814,337.44399999999996,0.0,0.0,0.0,337.44399999999996,1.0,1.0026477797326414,0.0,True,True,True,3,全满足
offgrid_with_storage,W1_PV4,风电场景1,光伏场景4,20.0,72873.41189608745,4779.243299921069,15.247897485631455,0.21177635396710354,21,0.21177635396710356,0.24203011881954684,60.72,210.92924855123513,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,37848.600000000006,2457.6,10165.264990420972,15247.897485631454,15.247897485631459,101.7644855123514,5.6655999999999995,4.51084855123514,3.5550144,0.0,271.64924855123513,272.804,0.0,0.0,0.0,272.804,1.0,1.0042508913789505,0.0,True,True,True,3,全满足
offgrid_with_storage,W2_PV1,风电场景2,光伏场景1,20.0,154452.4065378475,4058.730551724439,38.054363197927756,0.5285328221934411,23,0.528532822193441,0.5515125101148949,60.72,526.4186909046672,0.0,1.0,0.8977680459297451,3333.3333333333335,3703.7037037037035,22419.6,61132.799999999996,25369.57546528517,38054.363197927756,38.054363197927756,400.9764743996008,22.250956535292808,17.846690904667277,20.0,0.0,587.1386909046672,658.904,0.0,0.0,67.3610434647072,591.5429565352928,0.8977680459297451,1.0075012355664033,0.0,True,True,True,3,全满足
offgrid_with_storage,W2_PV2,风电场景2,光伏场景2,20.0,100487.60220533064,4100.5968032290875,24.505604190638763,0.3403556137588717,20,0.3403556137588717,0.40842673651064604,60.72,338.9941913038362,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,22419.6,30105.6,16337.069460425846,24505.60419063876,24.505604190638763,58.18591303836217,3.2242000000000006,2.594391303836216,2.735034220331716,0.0,399.71419130383623,400.34400000000005,0.0,0.0,0.0,400.34400000000005,1.0,1.001575647574857,0.0,True,True,True,3,全满足
offgrid_with_storage,W2_PV3,风电场景2,光伏场景3,20.0,60612.83247851351,4840.246307543756,12.522675216764384,0.17392604467728312,20,0.17392604467728312,0.2087112536127398,60.72,173.23034049857398,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,22419.6,10214.4,8348.450144509592,12522.675216764384,12.522675216764386,58.14740498573997,3.2242000000000006,2.590540498573996,2.735034220331716,0.0,233.95034049857395,234.584,0.0,0.0,0.0,234.584,1.0,1.0027085213899483,0.0,True,True,True,3,全满足
offgrid_with_storage,W2_PV4,风电场景2,光伏场景4,20.0,45037.60666519904,5782.834835171281,7.788153725449618,0.10816880174235581,16,0.10816880174235581,0.1622532026135337,60.72,107.73612653538639,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,22419.6,2457.6,5192.10248363308,7788.153725449618,7.788153725449619,135.32526535386384,7.510200000000001,6.022326535386383,3.8488596232449592,0.0,168.45612653538637,169.94400000000002,0.0,0.0,0.0,169.94400000000002,1.0,1.0088324093353833,0.0,True,True,True,3,全满足
offgrid_with_storage,W3_PV1,风电场景3,光伏场景1,20.0,183024.54941927057,4139.050056794127,44.21897462168674,0.6141524253012047,24,0.6141524253012048,0.6141524253012048,60.72,611.6958156000001,0.0,1.0,0.8666923077028879,3333.3333333333335,3703.7037037037035,40710.0,61132.799999999996,29479.316414457833,44218.97462168675,44.21897462168674,402.2023714672293,22.276221546722923,17.9440156,20.0,0.0,672.4158155999999,780.8399999999999,0.0,0.0,104.09197845327708,676.7480215467228,0.8666923077028879,1.0064427484396055,0.0,True,True,True,3,全满足
offgrid_with_storage,W3_PV2,风电场景3,光伏场景2,20.0,133476.8003629165,4006.617777687609,33.31408379063093,0.4626956082032074,24,0.4626956082032074,0.4626956082032074,60.72,460.84482577039455,0.0,1.0,1.0,3333.3333333333335,3703.7037037037035,40710.0,30105.6,22209.389193753952,33314.08379063093,33.31408379063093,67.37625770394561,3.7264000000000097,3.0112257703945517,3.353594040000009,0.0,521.5648257703945,522.28,0.0,0.0,0.0,522.28,1.0,1.0013712087055509,0.0,True,True,True,3,全满足
